lokasi;Sentimen;komentar
Museum Keraton;Positif;"Peninggalan sejarah yg harus kita lestarikan , jaman sekarang kalah populer dengan mall dan tempat2 wisata modern yg begitu megah ,
Tanpa adanya peninggalan sejarah sebagai saksi hidup bisa bersatunya antar suku dan agama menjadi negeri yg kuat sampai saat ini"
Museum Keraton;Positif;salah satu cagar budaya di kab. sumenep yang terawat baik oleh dinas budaya dan parawisata kab. sumenep.
Museum Keraton;Positif;Banyak benda sejarah yg masi terawat dan sangat bagus sekali buat anak anak kita kalau di ajak kesana di jadikan pelajaran agar tau tentang sejarah kota sumenep dan rugi kalau ke Sumenep gak mampir museum
Museum Keraton;Netral;Cuci bersih gratis minuman+camilan
Museum Keraton;Positif;Museum yang berkali-kali saya kunjungi. Setiap kali ada niat selalu setengah2, padahal kalau sudah di sana sampai lupa waktu. Selalu kurang. Banyak yang mesti dihapal dan terus dipelajari. Benar-benar media yang seru untuk belajar. Tiket …
Museum Keraton;Positif;Museum adalah tempat yang menyimpan benda benda bersejarah. Kabupaten sumenep dahulu adalah kerajaan. Tentu banyak benda dan cerita sejarah dalam museum ini. Areanya pun sangat luas. Dan guide nya menguasai sejarah, jelas cara penyampaiannya. Terima kasih pihak dinas pariwisata kab sumenep yang sudah memfasilitasi kami
Museum Keraton;Netral;Keraton Sumenep adalah tempat kediaman resmi para Adipati/Raja-Raja selain sebagai tempat untuk menjalankan roda pemerintahan. Kerajaan Sumenep sendiri bisa dibilang sifatnya sebagai kerajaan kecil (setingkat Kadipaten) kala itu, sebab …
Museum Keraton;Netral;Keraton Sumenep ini merupakan kediaman resmi para Raja-Raja di Sumenep, juga sebagai tempat roda pemerintahan dijalankan. Sekarang, keraton ini menyimpan ratusan koleksi-koleksi sejarah yang tersimpan rapi dan terawat. Sebagai kediaman …
Museum Keraton;Positif;Museum ini bagus untuk kunjungan wisata hanya saja untuk benda2 kunonya sepertinya banyak yang bukan asli sumenep, seperti senjatanya. Dan lagi saat masuk museum yang ada kereta dan cermin besar, hawa mistis sangat terasa.
Museum Keraton;Positif;"sangat bagus sekali karena museum ini bner2 dan di jaga.
semoga para pengunjung dan pengurus lebih menghrgai dan menjga peninggaln bersejarah ini. …"
Museum Keraton;Netral;"Inilah salah satu situs budaya peninggalan kraton Sumenep,yaitu taman sare.
Yg dimana pada dulu kala digunakan utk pemandian putri kerajaan,
Mitos nya siapa saja yg membasuh mukanya dgn air di kolam itu akan awet muda,dan lainnya juga"
Museum Keraton;Netral;Tgl. 28 Juli 2019 bersama sahabat SDN Wonokusumo IV Surabaya. Beberapa kali kami berkunjung ke Museum Kraton Sumenep. Tgl. 17 November 2018 usai mengikuti apel Akbar HUT PGRI Jawa Timur di Stadion A.Yani bersama teman KS Kec. Kenjeran. …
Museum Keraton;Negatif;Suasana menarik. Wisata pendidikan. Ada pendamping ketika kita berkeliling jd bisa tahu ceritanya. Tp toiletnya kurang bersih. Disekitarnya jg byk sampah dari pepohonan
Museum Keraton;Positif;Banyak situs sejarah yang masih tersimpan rapi dan terjaga, contohnya kasur raja, kolam potre koneng, labang mesem, dll. Semoga tetap berlanjut seperti ini dan lebih baik lagi.
Museum Keraton;Netral;Kebetulan kami berkunjung di sini di waktu libur bersama. Jadi kerolaton tutup, tetapi kebetulan ada pegawai yang mengijinkan kami masuk dan memberikan arahan sebentar kepada kami. Keraton dg bangunan arsitektur gabungan antara Jawa dan …
Museum Keraton;Positif;Museum tertua yg ad di pulau madura pada zaman peradaban agama islam mulai tersebar di madura dan ada hubungan nya dengar penyebaran agama islam di pulau jawa dan kerajaaan2 islam yg ada di pulau jawa.
Museum Keraton;Positif;Waw.... Peninggalan sejarah keraton sumenep
Museum Keraton;Positif;Tempat bersejarah beserta keraton yg terdapat di kota Sumenep, pulau Madura. Tempat nya sangat luas dan asri, dengan pohon beringin yg besar dan rindang. Kompleks keraton sangat bersih dan terawat...
Museum Keraton;Positif;Terletak ditengah Kota Sumenep Madura Jawa Timur. Tempat wisata edukasi yg tepat bagi anak dan keluhan. Ada museum sejarah kerajaan dan perpustakaan juga
Museum Keraton;Positif;Suka sekali dengan tempat2 haritage kerajaan2 sperti ini, suasana sangat tenang, sangat bersih dn terawat baik di museum, pendopo agung ataupun di keputren, klu ke sumenep wajib ke kraton Sumenep
Museum Keraton;Positif;Sebagai destinasi wisata sejarah di Sumenep. Tempatnya luas dan cukup bersih. Biasanya banyak peziarah atau wisatawan dari luar kota yang berkunjung.
Museum Keraton;Positif;Istana Keraton Sumenep (Keraton) terdaftar di depan Museum. Istana ini dibangun pada tahun 1762 di masa pemerintahan Tumengung Arya Nata Kusumo I. Terdiri dari Gerbang, Pendopo, Istana itu sendiri, Istana tua dan Taman Sare. Gerbang ini …
Museum Keraton;Netral;"Bagi yg ingin banyak tahu tentang sejarah Keraton yg ada di Madura, Keraton Sumenep ini cukup representatif karena sejarah Keraton ini bagian dari sejarah kerajaan yg ada di Indonesia.
Recommended dah pokoknya"
Museum Keraton;Positif;Tempatnya terletak di sebelah timur taman Adipura Sumenep... Terdapat pusaka, tempat tidur, kereta kencana dan lainnya, peninggalan para raja terdahulu...
Museum Keraton;Positif;"Sangat indah dan mempesona meliat
Kemegahan Lbhang Mesen yg merupakan ointu masuk kebKeratom Sumenep... Bravo Sumekar …"
Museum Keraton;Positif;Semoga peninggalan ini terawat dengan baik sehingga anak cucu kita bisa menikmati dan menghargai perjuangan masa lampau
Museum Keraton;Positif;Banyak menambah pengetahuan tentang sejarah.. Ternyata terbentuknya kerajaan Majapahit.. Awalnya dari keraton sumenep
Museum Keraton;Negatif;Tempatnya asyik buat belajar sejarah sumenep, tapi sayang media edukasi yg ada tidak maksimal dan terawat :(
Museum Keraton;Positif;Bagus dan sejuk suasananya
Museum Keraton;Positif;Sebagai musium keraton, sangat banyak menyimpan peninggalan tempo dulu, yg tentu sangat bermanfaat unt kita ketahui dan menambah pengetahuan kita semua,
Museum Keraton;Positif;Museum disini terdapat bnyak sekali peninggalan pada masa kerajaan sumenep, mulai dari kereta kencana , dan lainlain
Museum Keraton;Positif;Sejarah kerajaan sumenep, era penjajahan belanda dan sebelumnya, bukti kejayan  dan budaya madura yg di lestarikan, oke banget
Museum Keraton;Positif;Sangat bagus baik untuk santai dan berlibur.
Museum Keraton;Positif;Isi didalamnya cukup menarik & mengandung nilai kebudayaan yang menjadi ciri khas kota tersebut
Museum Keraton;Positif;Silsilah raja dan bupati yg tertera di musium,  bisa menambah sejarah perkembangan madura
Museum Keraton;Positif;Salah satu museum yg yg ada d tengah kota ,dan banyak sekali peninggalan keraton sumenep yg terawat d sana
Museum Keraton;Positif;Keraton sumenep merupakan kebanggan masyarakat madura karena merupakan salah satu kerajaan kecil yang sangat penting dalam perjalanan sejarah kerajaan mojopahit. Sangat perlu dilestarikan sejajar dengan keraton lain di jawa seperti kasepuhan, kanoman di cirebon, kasultanan di solo dan yogya.
Museum Keraton;Positif;Tempatnya strategis & mudah di jangkau...dan banyak peninggalan2 sejarah konu
Museum Keraton;Positif;Mengenal dan mempelajari sejarah keraton sumenep dari sisa benda dan banguna yang masih kokoh berdiri sampai saat ini
Museum Keraton;Positif;Pelajaran sejarah
Museum Keraton;Positif;Bagussss banget!!  Dan batagor depan pintu masuk rekomended!!  ?????? . Dekat juga kalo mau ke masjid Agung sumpenep.  Instagramable banget!! …
Museum Keraton;Positif;Satu satunya keraton yang masih terpelihara dengan baik sehingga mampu memberikan kontribusi nilai budaya nusantara
Museum Keraton;Positif;penuh sejarah
Museum Keraton;Positif;Tempat yang menyimpan sisa sisa dari sejarah yang dapat menambah ilmu dan pemahaman tentang cerita rakyat madura
Museum Keraton;Positif;Tempat yang bagus untuk anak bermain
Museum Keraton;Positif;Suka sama tempatnya adem
Museum Keraton;Netral;Museum Kerajaan sumenep Madura
Museum Keraton;Positif;Masjidnya sangat nyaman. Baru disini nemu masjid yang airnya dingin. (khususnya dipulau madura)
Museum Keraton;Netral;Keraton Sumenep sisa peninggalan sejarah para raja, budaya adat istiadat kerajaan dan sistem pemerintan kerajaan.
Museum Keraton;Positif;tempat bagus untuk mengetahui sejarah kraton sumenep jaman dahulu
Museum Keraton;Positif;Sangat bersejarah. Pemandunya juga jelas saat menjelaskan bangunan dan seisinya.
Museum Keraton;Positif;Tempat nya bersih. Petugas yang berjaga juga ramah dan bersedia di wawancara apabila dibutuhkan
Museum Keraton;Positif;Museumnya masih dijaga.. dan di rawat. Bagus untuk edukasi terhadap anak
Museum Keraton;Positif;Bagus, alami, koleksi nya banyak dan situs-situsnya masih terawat dengan baik
Museum Keraton;Positif;Bagus, terawat, lestarikan
Museum Keraton;Positif;Cagar budaya yang cukup terawat dengan baik yang menyimpan sisa kejayaan keraton sumenep yang lokasinya di sumenep madura.
Museum Keraton;Positif;Perlu di tambah koleksinya. Sejak sy kecil sampai sekarang cuma itu2 aja
Museum Keraton;Positif;Museum raja raja dan keraton sumenep dari  jaman dulu sampai sekarang masih di jaga dengan baik keberadaannya.
Museum Keraton;Positif;Tempatnya sejuk, dan bisa menambah wawasan tentang sejarah kerajaan Sumenep
Museum Keraton;Positif;Tempat bersejarah yg hrs terus dijaga kelestariannya ?? …
Museum Keraton;Positif;Salah satu kerajaan kecil diujung timur pulau madura yang telah mengukir sejarah penting, seiring perjalanan sejarah panjang kerajaan mojopahit, keraton yang merupakan monumen sejarah yang menjadi kebanggaan masyarakat Madura khususnya …
Museum Keraton;Positif;Enak untuk dinikmati dan di kunjungi
Museum Keraton;Positif;nambah ilmu tetang sejarah tourguide nya ramah
Museum Keraton;Positif;Disini kita belajar banyak sejarah tentang kab.  kota sumenep madura
Museum Keraton;Positif;Tempatnya bersih, pelayanan ramah, makanan enak dan murah ???? …
Museum Keraton;Positif;Sangat penting untuk sejarah
Museum Keraton;Positif;Tempat bagus untuk belajar kearifan lokal dengan nuansa tradisional
Museum Keraton;Positif;Banyak menyimpan cerita sejarah...patut dikunjungi
Museum Keraton;Positif;Jadilah bangsa yg besar dg tidak melupakan jati diri bangsa
Museum Keraton;Positif;Tempat wisata sejarah Sumenep dan Madura, cocok untuk belajar sejarah.
Museum Keraton;Positif;Salah satu tempat sejarah yang patut untuk dikunjungi
Museum Keraton;Positif;Tempat Peninggalan Peninggalan Keraton Sumenep Dulu,, Beserta Pendopo Dan Taman Pemandian Putri Keratonnya,, Excillent,,
Museum Keraton;Positif;Suasananya mantul
Museum Keraton;Netral;salah satu tempat yg kudu didatangi sebagai salah satu sumber pengetahuan
Museum Keraton;Positif;Tempat bersejarah dan lokasinya mudah dicapai
Museum Keraton;Netral;Satu satunya kraton yang ada di Jawa timur, lokasinya dekat dengan alun alun kota Sumenep.
Museum Keraton;Netral;Kita bisa melihat peninggalan sejarah.
Museum Keraton;Positif;SEMUA PENINGGALAN KERAJAAN KERATON SUMENEP DI MASA LAMPAU MASIH TERJAGA RAPI DISINI. KECE
Museum Keraton;Positif;Akan banyak pengetahuan mengenai sejarah
Museum Keraton;Netral;Sy sangat bersukur sudah sampai tempat Raja Raja
Museum Keraton;Positif;Tempatnya bagus dan masih terjaga keasliannya...
Museum Keraton;Positif;Museumnya bagus, peninggalqn sejarahnya lengkap.
Museum Keraton;Positif;Bagus,keren,sangat puas dengan apa yang saya lihat di musium itu
Museum Keraton;Positif;Menyajikan sejarah kehidupan para raja sumenep yg mengagumkan
Museum Keraton;Positif;Memberi kita pelajaran baru yg menyenangkan
Museum Keraton;Positif;Menambah pengetahuan
Museum Keraton;Positif;Tempat nyaman
Museum Keraton;Positif;Alhamdulillah tenpatnya masih benar-benar terjaga?? …
Museum Keraton;Positif;Nuansa keratonnya masih sama kayak jaman Dulu
Museum Keraton;Negatif;Toilet nya busuk kotor gak terawat
Museum Keraton;Positif;Ternyaman , serasa hidup di zaman doloe, tinggal di keraton , hehe
Museum Keraton;Positif;Menyimpan banyak kenangan sejarah keraton sumenep
Museum Keraton;Positif;Tempat untuk bljr sejarah yg baik
Museum Keraton;Positif;Napak tilas
Museum Keraton;Positif;Rekomended buat tahu sejarah sumenep
Museum Keraton;Netral;Pengajian di museum
Museum Keraton;Positif;Tempat yang sejuk, di tengah kota untuk kongkow bareng.
Museum Keraton;Positif;Banyak dapat ilmu dri museum ini
Museum Keraton;Positif;Penuh dengan sejarah jaman dahulu?? …
Museum Keraton;Netral;Dijual juga jamu untuk wanita dan laki2???? …
Museum Keraton;Positif;Merupakan tempat barang barang kuno dimasa kerajaan sumenep
Museum Keraton;Positif;Penuh dengan pembelajaran sejarah!!!
Museum Keraton;Positif;Keraton yg lestari satu-satunya d Jawa Timur
Museum Keraton;Positif;Cocok buat wisata sejarah
Museum Keraton;Positif;Salah satu tempat bersejarah di Sumenep
Museum Keraton;Positif;Tengah kota, alun2 deket dengan masjid jami'
Museum Keraton;Positif;Bisa menambah ilmu
Museum Keraton;Positif;Masih terawat sampe sekarang. Keren
Museum Keraton;Netral;Menelusi jejak peninggalan kerajaan sumenep
Museum Keraton;Positif;Informasi sejarahnya luar biasa
Museum Keraton;Netral;Tempat peninggalan raja masa dahulu
Museum Keraton;Positif;Tempat wisata sejarah kerajaan Sumenep
Museum Keraton;Positif;Luar biasa masih terjaga ke asliannya
Museum Keraton;Netral;Tambahkan destinasi wisata anda
Museum Keraton;Positif;menampilkan bagian masa lalu sumenep dengan kompleks
Museum Keraton;Netral;Salah satu tempat rekreasi keluarga
Museum Keraton;Netral;musiup kraton smnep
Museum Keraton;Positif;Tempat bersejarah yang keren
Museum Keraton;Negatif;Masih ada yg harus di perbaiki
Museum Keraton;Positif;Tempat bersejarah
Museum Keraton;Positif;Tersimpan  dengan baik dan benda sejarah
Museum Keraton;Positif;Tempat bersejarah
Museum Keraton;Positif;Sangat Unik Sekali
Museum Keraton;Positif;Tempat.a sangat bagus dan kreatif
Museum Keraton;Netral;Alhamdulillah nyapek dengan selamat dari musium keraton
Museum Keraton;Positif;Bagus banget nih..
Museum Keraton;Positif;Keraton 1.1nya di Jawa Timur yang masih ada
Museum Keraton;Positif;Monumen sejarah kota kelahiranku..
Museum Keraton;Positif;Cocok buat edukasi
Museum Keraton;Negatif;Suasana gelap, kurang pencahayaan
Museum Keraton;Positif;Sangat bagus musium sumenep
Museum Keraton;Positif;mantul ?????? …
Museum Keraton;Positif;Suka tempat2 sejarah
Museum Keraton;Positif;Bagus guide nya ...
Museum Keraton;Positif;Masih terjaga ke alamiannya...
Museum Keraton;Positif;tempat bersejarah
Museum Keraton;Positif;Subhanalloh ... menakjubkan sekali ...
Museum Keraton;Positif;Mantap.. Bersejarah..
Museum Keraton;Positif;Banyak sejarah sumenep lengkap
Museum Keraton;Netral;Ok donk
Museum Keraton;Netral;Serasa kembali ke masa lalu....
Museum Keraton;Positif;Sangat menyenangkan
Museum Keraton;Positif;Belajar sejarah kerajaan sumenep
Museum Keraton;Positif;Tempat bersejarah di sumenep
Museum Keraton;Positif;bagus2 banget ya
Museum Keraton;Positif;Tempat bersejarah Sumenep
Museum Keraton;Positif;pokoknya mantap
Museum Keraton;Positif;org madura wajib datang kesini
Museum Keraton;Negatif;Perawatan yang kurang dan fasilitas yang kurang
Museum Keraton;Positif;Bagus ada penjelasan
Museum Keraton;Positif;Ramah dalam pengunjung
Museum Keraton;Positif;Banyak pelajaran
Museum Keraton;Positif;Masih eksotik dan original
Museum Keraton;Positif;Bagus buat ensiklopedia?? …
Museum Keraton;Positif;begitu indah tempatnya
Museum Keraton;Positif;Terbaik
Museum Keraton;Positif;Tempat strategis
Museum Keraton;Positif;Penuh sejarah
Museum Keraton;Positif;Mengenang sejarah
Museum Keraton;Positif;Sangat bagus
Museum Keraton;Positif;Edu wisata
Museum Keraton;Positif;Situs bersejarah keraton
Museum Keraton;Positif;Bagus dan Indah
Museum Keraton;Positif;Tempat bersih
Museum Keraton;Positif;Musium Sumenep. Tempat sejarah sumenep
Museum Keraton;Positif;Menarik dan edukatif
Museum Keraton;Positif;Penuh sejarah
Museum Keraton;Positif;"Tempat peningfalan kraton
Songennep"
Museum Keraton;Positif;Peninggalan raja-raja sumenep
Museum Keraton;Positif;Banyak koleksi keraton
Museum Keraton;Positif;Banyak ilmu
Museum Keraton;Positif;Peninggalan raja raja sumenep
Museum Keraton;Positif;Museum sejarah keraton
Museum Keraton;Positif;Cagar Budaya Kota Sumenep
Museum Keraton;Positif;Instagramable
Museum Keraton;Positif;Manteb,
Museum Keraton;Positif;Nuansa keraton banget
Museum Keraton;Positif;Tempat bersejara di sumenep.
Museum Keraton;Positif;Nyaman
Museum Keraton;Positif;Waw
Museum Keraton;Positif;Lumayanlah
Museum Keraton;Positif;Oke
Museum Keraton;Positif;Baguslah
Museum Keraton;Positif;Super mantap
Museum Keraton;Netral;Lumayan
Museum Keraton;Netral;Lumayan
Museum Keraton;Positif;Sejuk
Museum Keraton;Positif;Baik
Museum Keraton;Positif;Suka
Museum Keraton;Positif;Keren
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Joss
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Bersih
Museum Keraton;Positif;Keren
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Mantab
Museum Keraton;Positif;Sipp
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Mantab
Museum Keraton;Positif;Alhamdulillah....
Museum Keraton;Positif;Sip
Museum Keraton;Netral;Museum nusantara
Museum Keraton;Netral;Soul of madura
Museum Keraton;Positif;Warisan Leluhur
Museum Keraton;Positif;pengetahuan
Museum Keraton;Positif;Museum yang bagus. Anda bisa belajar banyak tentang sejarah Kerajaan Sumenep dan peninggalannya. Pemandu wisata yang sangat baik dan sangat murah (Anda hanya perlu mengeluarkan uang sekitar 5k rupiah untuk masuk ke mus …
Museum Keraton;Netral;Keraton Sumenep merupakan tempat tinggal resmi para Adipati/Raja selain sebagai tempat menjalankan roda pemerintahan. Kerajaan Sumenep sendiri dapat dikatakan sebagai kerajaan kecil (setingkat Kadipaten) pada masa itu, karena sebelum w …
Museum Keraton;Positif;Keraton Sumenep merupakan peninggalan sejarah Kabupaten Sumenep yang diperintah oleh Arya Wiraraja. Dulu pernah dikunjungi oleh raja Majapahit Raden Wijaya untuk meminta perlindungan ketika Majapahit diserang oleh kerajaan lain. Sampai  …
Museum Keraton;Positif;Museum yang bagus untuk mengetahui lebih dalam tentang Keraton Sumenep, termasuk sejarah, senjata, dan keseniannya. Selain itu, ada Taman Sare yang dulunya merupakan tempat mandi para anggota kerajaan. Namun, saat ini hanya kolam ikan raksa …
Museum Keraton;Positif;Cocok untuk menghilangkan penat saat jalan-jalan kelilin …
Museum Keraton;Positif;Saya sangat menyukai sisa-sisa Keraton Sumenep, segala isinya mempunyai arti tersendiri
Museum Keraton;Positif;Mengetahui sejarah benda dan cerita yang tertinggal. Mulai dari raja-raja yang pernah memerintah hingga beberapa kelebihan yang dianugerahkan Tuhan kepada mereka. Juga tentang bagaimana pada saat itu, ada sebuah Mushaf Al-Qur'an yang bisa ditulis hanya dalam satu malam oleh salah seorang Raja.
Museum Keraton;Positif;Detail sejarah sumenep akan didapat di sini
Museum Keraton;Positif;"Ini adalah satu-satunya ""kraton"" di Jawa Timur. Di sebelah timur pulau Madura Anda akan melihat dan menemukan istana yang indah dan sejarah asli orang Madura."
Museum Keraton;Netral;Bukannya tidak suka tapi hanya belum pernah mengunjungi temp …
Museum Keraton;Netral;Sejarah seni Islam ada di museum yang indah ini
Museum Keraton;Positif;belajar tentang masa lalu kerajaan indonesia
Museum Keraton;Positif;Tempat luar biasa
Museum Keraton;Positif;Tempat bersejarah yang terintegrasi. …
Museum Keraton;Positif;guudd …
Museum Keraton;Positif;Bagus dan bersih
Museum Keraton;Positif;Tempat yang bagus untuk mempelajari sejarah Ke …
Museum Keraton;Positif;Bagus untuk pendidikan sejarah dan budaya sumenep
Museum Keraton;Positif;Peninggalan sejarah kerajaan Sunge …
Museum Keraton;Positif;Sejarah Kerajaan Pulau Madura
Museum Keraton;Netral;Tempat yan …
Museum Keraton;Positif;Banyak hal sejarah
Museum Keraton;Positif;KEREEN
Museum Keraton;Netral;Soengenep
Museum Keraton;Positif;Asik
Museum Keraton;Netral;jik …
Museum Keraton;Positif;Mereka selalu kesini
Museum Keraton;Positif;Ok …
Museum Keraton;Positif;Ok …
Museum Keraton;Positif;Luar bi …
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Keraton Sumenep yang bersejarah
Museum Keraton;Positif;Luar biasa
Museum Keraton;Positif;Pengalaman luar biasa
Museum Keraton;Positif;Bagus
Museum Keraton;Netral;Panduan ya …
Museum Keraton;Positif;Tempat yang bgs
Museum Keraton;Positif;Museum biasa
Museum Keraton;Positif;Wow
Museum Keraton;Positif;tujuan yang bagus
Museum Keraton;Positif;Museum Sumenep
Museum Keraton;Netral;Secara histo …
Museum Keraton;Positif;tempat bersejarah adem sejuk suasana nyaman, sneng aj pas kesana pertama kali ada adek adek yg latihan alat musik di situ. tenang ada mas pendamping kok disitu.. ramah bgt
Museum Keraton;Positif;"Terdapat banyak koleksi dari masa raja di Sumenep, terutama di era Pemerintahan Sultan Abdurrahman.
Tempat belajar dan menggali pengetahuan tentang sejarah Sumenep"
Museum Keraton;Positif;"Benda-benda peninggalan kerajaan masih terjaga, bangunan keraton masih terjaga
Terima kasih kepada pemerintah Kabupaten Sumenep yang masih menjaga semuanya tetap asli"
Museum Keraton;Positif;Tidak meninggalkan sejarah
Museum Keraton;Positif;Tempat yang bersih, ramah, teduh dan sangat nyaman untuk rekreasi
Museum Keraton;Positif;Napak tilas mencium aroma, merasakan aura kerajaan Sumenep
Museum Keraton;Positif;Penuh dengan lampu2
Museum Keraton;Positif;Sound sistem miniatur
Museum Keraton;Positif;Tempatnya bersih,rimbun...
Museum Keraton;Positif;Museum yang hebat, pengalaman yang luar biasa. Awalnya saya hanya ingin bersenang-senang tetapi akhi …
Museum Keraton;Positif;Ditempatkan untuk belajar tentang sejarah pulau Madura dan p …
Museum Keraton;Positif;Bagi yang ingin jalan jalan tempo dulu ada keraton kesultanan Madura (Sumenep) yang bagus banget buat dikunjungi saat liburan. Terdapat warisan budaya yang dapat kita lihat seperti bangunan keraton yang kokoh, kereta kuda, baju, perhiasan dan tempat mandi putri-putri keraton yang terjaga keasriannya.
Museum Keraton;Netral;"Tempat yang berisi banyak sejarah kota Sumenep yang sedikit sekali orang tau. Bahwa Sumenep memiliki pemimpin seorang kiyai dan pernah di beri banyak hadiah atau penghargaan dari Inggris.
Harga tiket masuk 3500. Dewasa anak"" 2000"
Museum Keraton;Positif;Masih terawat Dan menarik. Tiket masuk sangat murah Ada pemandunya juga. Tinggal kasih tips di ending trip
Museum Keraton;Positif;"Tempatnya Bagus, strategis, dan guide yang mendampingi selama berkeliling juga baik.
Banyak benda-benda bersejarah yang bisa dipelajari"
Museum Keraton;Positif;Tempatnya bagus dan pelayanan yg baik. Koleksi juga masih tersim0an dengan baik. Kondisi bersih dan asri. Tiket murah
Museum Keraton;Positif;Banyak benda benda peninggalan kraton madura yang dapat di gunakan untuk mempelajari kehidupan mereka pada masa lalu. Tapi, saat saya datang masih dalam keadaan di renovasi, dan tidak ada papan petunjuk arah serta tidak ada pemandu nya.. Dan tempat yang menarik sangat kurang.  Semoga pihak pemerintahan sumenep dapat memperbaiki nya
Museum Keraton;Positif;Belajar tentang kebudayaan dan peninggalan keraton sumenep.liburan bersama anak2 menambah wawasan dan cinta tanah air
Museum Keraton;Positif;Banyak pengetahuan yang kita dapat tentang budaya madura. Dan dipendopo juga jual jamu racikan asli madura yang harganya murah badai .. Hehehee..
Museum Keraton;Positif;Sayang kurang terawat padahal punya nilai sejarah yg tinggi
Museum Keraton;Positif;Bagus sudah ada pemandunya jadi bisa tau sejarahnya tempo dulu
Museum Keraton;Netral;Makam keluarga raja yg masih banyak d kunjung para peziarah dari segalapenjuru &selalu ada si bolang yg selalu muncul yg polos
Museum Keraton;Negatif;Tempat bersejarah, namun kurang terawat, rehabnya tidak bergaya klasik.
Museum Keraton;Netral;Museum tempat peninggalan Kerajaan Sumenep di Pulau Madura, biaya masuknya 2.000/orang.
Museum Keraton;Netral;Satu-satunya kompleks Museum dan Keraton yang ada di Pulau Madura serta terbuka untuk umum
Museum Keraton;Negatif;Sayang kebersihan nya kurang dijaga....
Museum Keraton;Positif;Keraton yang masih lengkap keberadaannya di jawa timur
Museum Keraton;Negatif;"Bagus cuma agak kurang terawat koleksinya...
pemandunya sangat ramah"
Museum Keraton;Positif;Kunjungi museum kraton sumenep.. dijamin seru.. travel sambil belajar.. sejarah itu penting tretan!!
Museum Keraton;Positif;Tempat bersejarah sekaligus bisa jadi tujuan wisata bersama keluarga. Ukiran pada perabot rumah sangat bagus . Tempatnya cukup teduh bisa untuk melepaskan penat sejenak setelah keliling kota sumenep
Museum Keraton;Positif;Dapat mengetahui sejarah raja sumenep
Museum Keraton;Negatif;Buat yang seneng sejarah.. ada baiknya baca2 dulu latar belakang tentang keraton sumenep. Barang2 peninggalan lumayan banyak, sayang tempatnya kurang dirawat dan dijaga dengan optimal. Ada area2 yang belum dieksplorasi secara mendalam
Museum Keraton;Positif;"Tempat bersejarah orang2 sumenep...memiliki peninggalan2 antik yg luar biasa.museum ini memiliki gerbang yg bernama ""labang mesem"" ,yg didirikan pd masa jokotole."
Museum Keraton;Positif;Bisa nambah wawasan sejarah, dan ngajari anak2 tentang sejarah yg ada di sumenep. Di mulai dari diri sendiri dulu mencintai dan menjaga budaya trus di tularin ke anak2, trus ke kalian. Monggo berkunjung?????? …
Museum Keraton;Netral;Klo kita kesana bisa kebayang hidup di jaman kerajaan
Museum Keraton;Netral;"SUMEKAR. Sumenep Kraton adalah istana raja yang dibangun oleh Aria Wiraradja.
Di museum kraton disimpan benda2 peninggalan Raja Sumenep dari masa ke masa.
Seorang guide akan menuntun dan menjelaskan pada pengunjung mengenai seluk beluk kraton."
Museum Keraton;Positif;Bagus....indah...artistik
Museum Keraton;Positif;Disana kita bisa menambah wawasan tentang sejarah dan peninggalan dari kota sumenep... tempatnya juga lumayan bagus dan terawat
Museum Keraton;Positif;Keratonnya bagus. Masih belum banyak diganti.
Museum Keraton;Positif;"Sejarah keraton sumenep dan jawa yg berhubungan.
Tempat wisata sejarah yg wajib dikunjungi.
Ada guide yg ramah setia mendampingi kita"
Museum Keraton;Positif;Tempat bersejarah
Museum Keraton;Positif;Salah satu Tempat bersejarah di kabupaten Sumenep yang mana dulunya keraton ini adalah pusat pemerintahan di kabupaten Sumenep, dan juga tempat tinggal seorang raja atau sultan
Museum Keraton;Negatif;Tempatnya kurang terawat...
Museum Keraton;Positif;"Sangat cocok untuk belajar sejarah kerajaan yang adadi Sumenep.
Tiket masuknya pun murah"
Museum Keraton;Positif;Saya kasi.bintang 4 karena keraton ini ada di jantung kota Sumenep dan masih memelihara warisan benda benda dan bangunan kuno secara baik.
Museum Keraton;Positif;Rekreasi di pulau madura bila sudah sampai pantai yang ada di kota sumenep rugi rasanya bila tidak singgah di tempat ini
Museum Keraton;Positif;Tempat ini masih termasuk di area jalan umum jadi harus benar-benar hati-hati saat berada diarea ini
Museum Keraton;Negatif;Lokasi kurang besar. Tapi konsep museum di madura. Ini yng cukup bagus
Museum Keraton;Positif;Tempat bersejarah
Museum Keraton;Positif;Tempat ini cocok buat untuk menambah wawasan kita tentang kebudayaan dan sejarah di sumenep.
Museum Keraton;Positif;Sangat bagus...bisa mengenang jsa para pahlawan dan tokoh agama Islam...
Museum Keraton;Positif;Museum sbgai tmpat bnda peninggalan sejarah yg harus di jaga.
Museum Keraton;Positif;The only keraton heritage in Jawa Timur
Museum Keraton;Positif;Tempat sejarah orang sumenep. Memiliki tempat yg bersih dan lain-lain.
Museum Keraton;Positif;Menyimpan berbagai peninggalan kerajaan. Serasa kembali ke masa lampau.
