	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
331	332	Achmad Rozzy	5 tahun lalu	Positif	pantai sembilan	Pantai Sembilan kini sudah jadi salah satu destinasi jika berkunjung ke Sumenep, Madura. Perjalanan (pelabuhan) sekitar 30 menit dari Kota Sumenep, dan 30 menit lagi untuk nyebrang ke pulau giligenting.  Disana sudah tersedia permainan air …	Pantai Sembilan kini sudah jadi salah satu destinasi jika berkunjung ke Sumenep Madura Perjalanan pelabuhan sekitar  menit dari Kota Sumenep dan  menit lagi untuk nyebrang ke pulau giligenting Disana sudah tersedia permainan air	['pantai', 'sembilan', 'kini', 'sudah', 'jadi', 'salah', 'satu', 'destinasi', 'jika', 'berkunjung', 'ke', 'sumenep', 'madura', 'perjalanan', 'pelabuhan', 'sekitar', 'menit', 'dari', 'kota', 'sumenep', 'dan', 'menit', 'lagi', 'untuk', 'nyebrang', 'ke', 'pulau', 'giligenting', 'disana', 'sudah', 'tersedia', 'permainan', 'air']	['pantai', 'sembilan', 'kini', 'sudah', 'jadi', 'salah', 'satu', 'destinasi', 'jika', 'berkunjung', 'ke', 'sumenep', 'madura', 'perjalanan', 'pelabuhan', 'sekitar', 'menit', 'dari', 'kota', 'sumenep', 'dan', 'menit', 'lagi', 'untuk', 'nyebrang', 'ke', 'pulau', 'giligenting', 'disana', 'sudah', 'tersedia', 'permainan', 'air']	['pantai', 'sembilan', 'salah', 'destinasi', 'berkunjung', 'sumenep', 'madura', 'perjalanan', 'pelabuhan', 'menit', 'kota', 'sumenep', 'menit', 'nyebrang', 'pulau', 'giligenting', 'disana', 'tersedia', 'permainan', 'air']	['pantai', 'sembilan', 'salah', 'destinasi', 'kunjung', 'sumenep', 'madura', 'jalan', 'labuh', 'menit', 'kota', 'sumenep', 'menit', 'nyebrang', 'pulau', 'giligenting', 'sana', 'sedia', 'main', 'air']
332	333	IQSebentar Gaming	5 tahun lalu	Positif	pantai sembilan	bagus banget rekomended lah	bagus banget rekomended lah	['bagus', 'banget', 'rekomended', 'lah']	['bagus', 'banget', 'rekomended', 'lah']	['bagus', 'banget', 'rekomended']	['bagus', 'banget', 'rekomended']
333	334	niqtaajude soeleiman	5 tahun lalu	Positif	pantai sembilan	semoga tetap terjaga kebersihannya	semoga tetap terjaga kebersihannya	['semoga', 'tetap', 'terjaga', 'kebersihannya']	['semoga', 'tetap', 'terjaga', 'kebersihannya']	['semoga', 'terjaga', 'kebersihannya']	['moga', 'jaga', 'bersih']
334	335	Yudit Audiland	setahun lalu	Positif	pantai sembilan	Nyaman lah	Nyaman lah	['nyaman', 'lah']	['nyaman', 'lah']	['nyaman']	['nyaman']
335	336	Murjito	4 tahun lalu	Positif	pantai sembilan	Pantainya bersih	Pantainya bersih	['pantainya', 'bersih']	['pantainya', 'bersih']	['pantainya', 'bersih']	['pantai', 'bersih']
336	337	Yahya M Aji	4 tahun lalu	Positif	pantai sembilan	Boljug, bagus, murah, tp ati2 sama makelar2 nya ya	Boljug bagus murah tp ati sama makelar nya ya	['boljug', 'bagus', 'murah', 'tp', 'ati', 'sama', 'makelar', 'nya', 'ya']	['boljug', 'bagus', 'murah', 'tapi', 'ati', 'sama', 'makelar', 'nya', 'ya']	['boljug', 'bagus', 'murah', 'ati', 'makelar']	['boljug', 'bagus', 'murah', 'ati', 'makelar']
337	338	marchiano anselmus	4 tahun lalu	Positif	pantai sembilan	Pemandangan yang sangat menakjubkan di Lokasi Wisata Pantai Sembilan, Sumenep. Tidak rugi saya bersama keluarga datang dari jauh, bisa disuguhkan pemandangan dari Pantai Sembilan. Semoga pihak pihak pengelola dan yang terkait selalu …	Pemandangan yang sangat menakjubkan di Lokasi Wisata Pantai Sembilan Sumenep Tidak rugi saya bersama keluarga datang dari jauh bisa disuguhkan pemandangan dari Pantai Sembilan Semoga pihak pihak pengelola dan yang terkait selalu	['pemandangan', 'yang', 'sangat', 'menakjubkan', 'di', 'lokasi', 'wisata', 'pantai', 'sembilan', 'sumenep', 'tidak', 'rugi', 'saya', 'bersama', 'keluarga', 'datang', 'dari', 'jauh', 'bisa', 'disuguhkan', 'pemandangan', 'dari', 'pantai', 'sembilan', 'semoga', 'pihak', 'pihak', 'pengelola', 'dan', 'yang', 'terkait', 'selalu']	['pemandangan', 'yang', 'sangat', 'menakjubkan', 'di', 'lokasi', 'wisata', 'pantai', 'sembilan', 'sumenep', 'tidak', 'rugi', 'saya', 'bersama', 'keluarga', 'datang', 'dari', 'jauh', 'bisa', 'disuguhkan', 'pemandangan', 'dari', 'pantai', 'sembilan', 'semoga', 'pihak', 'pihak', 'pengelola', 'dan', 'yang', 'terkait', 'selalu']	['pemandangan', 'menakjubkan', 'lokasi', 'wisata', 'pantai', 'sembilan', 'sumenep', 'rugi', 'keluarga', 'disuguhkan', 'pemandangan', 'pantai', 'sembilan', 'semoga', 'pengelola', 'terkait']	['pandang', 'takjub', 'lokasi', 'wisata', 'pantai', 'sembilan', 'sumenep', 'rugi', 'keluarga', 'suguh', 'pandang', 'pantai', 'sembilan', 'moga', 'kelola', 'kait']
338	339	Eko Budiyono	5 bulan lalu	Positif	pantai sembilan	Tempat yg sangat bagus untuk istirahat	Tempat yg sangat bagus untuk istirahat	['tempat', 'yg', 'sangat', 'bagus', 'untuk', 'istirahat']	['tempat', 'yang', 'sangat', 'bagus', 'untuk', 'istirahat']	['bagus', 'istirahat']	['bagus', 'istirahat']
339	340	ardhian ahmadi	4 tahun lalu	Positif	pantai sembilan	Pantainya keren, penduduknya ramah banget.	Pantainya keren penduduknya ramah banget	['pantainya', 'keren', 'penduduknya', 'ramah', 'banget']	['pantainya', 'keren', 'penduduknya', 'ramah', 'banget']	['pantainya', 'keren', 'penduduknya', 'ramah', 'banget']	['pantai', 'keren', 'duduk', 'ramah', 'banget']
340	341	binar andaru	5 bulan lalu	Positif	pantai sembilan	Cocok buat liburan keluarga	Cocok buat liburan keluarga	['cocok', 'buat', 'liburan', 'keluarga']	['cocok', 'buat', 'liburan', 'keluarga']	['cocok', 'liburan', 'keluarga']	['cocok', 'libur', 'keluarga']
341	342	Aku Wong	3 tahun lalu	Positif	pantai sembilan	Pantai 8+1 mantab lah ciptaanmu ya rob	Pantai  mantab lah ciptaanmu ya rob	['pantai', 'mantab', 'lah', 'ciptaanmu', 'ya', 'rob']	['pantai', 'mantab', 'lah', 'ciptaanmu', 'ya', 'rob']	['pantai', 'mantab', 'ciptaanmu', 'rob']	['pantai', 'mantab', 'cipta', 'rob']
342	343	margaretha tri	4 tahun lalu	Positif	pantai sembilan	Pantai di pulau madura, indah pasir putih	Pantai di pulau madura indah pasir putih	['pantai', 'di', 'pulau', 'madura', 'indah', 'pasir', 'putih']	['pantai', 'di', 'pulau', 'madura', 'indah', 'pasir', 'putih']	['pantai', 'pulau', 'madura', 'indah', 'pasir', 'putih']	['pantai', 'pulau', 'madura', 'indah', 'pasir', 'putih']
343	344	Bagas W	2 tahun lalu	Positif	pantai sembilan	"Menurut saya, cukup bagus
Kemarin saya lewat pelabuhan lewat saronggi, kemudian naik kapal kecil, bisa bawa motor juga, airnya jernih, sayang saya kemarin tidak bawa ganti"	Menurut saya cukup bagusKemarin saya lewat pelabuhan lewat saronggi kemudian naik kapal kecil bisa bawa motor juga airnya jernih sayang saya kemarin tidak bawa ganti	['menurut', 'saya', 'cukup', 'baguskemarin', 'saya', 'lewat', 'pelabuhan', 'lewat', 'saronggi', 'kemudian', 'naik', 'kapal', 'kecil', 'bisa', 'bawa', 'motor', 'juga', 'airnya', 'jernih', 'sayang', 'saya', 'kemarin', 'tidak', 'bawa', 'ganti']	['menurut', 'saya', 'cukup', 'baguskemarin', 'saya', 'lewat', 'pelabuhan', 'lewat', 'saronggi', 'kemudian', 'naik', 'kapal', 'kecil', 'bisa', 'bawa', 'motor', 'juga', 'airnya', 'jernih', 'sayang', 'saya', 'kemarin', 'tidak', 'bawa', 'ganti']	['baguskemarin', 'pelabuhan', 'saronggi', 'kapal', 'bawa', 'motor', 'airnya', 'jernih', 'sayang', 'kemarin', 'bawa', 'ganti']	['baguskemarin', 'labuh', 'saronggi', 'kapal', 'bawa', 'motor', 'air', 'jernih', 'sayang', 'kemarin', 'bawa', 'ganti']
344	345	faniza shona	3 tahun lalu	Negatif	pantai sembilan	"Sayang aja tidak ada tempat penitipan barang, sehingga kalau misal ingin berenang semua harus jagain barang"" bawaannya. Harus mantau terus. …"	Sayang aja tidak ada tempat penitipan barang sehingga kalau misal ingin berenang semua harus jagain barang bawaannya Harus mantau terus	['sayang', 'aja', 'tidak', 'ada', 'tempat', 'penitipan', 'barang', 'sehingga', 'kalau', 'misal', 'ingin', 'berenang', 'semua', 'harus', 'jagain', 'barang', 'bawaannya', 'harus', 'mantau', 'terus']	['sayang', 'saja', 'tidak', 'ada', 'tempat', 'penitipan', 'barang', 'sehingga', 'kalau', 'misal', 'ingin', 'berenang', 'semua', 'harus', 'menjaga', 'barang', 'bawaannya', 'harus', 'mantau', 'terus']	['sayang', 'penitipan', 'barang', 'berenang', 'menjaga', 'barang', 'bawaannya', 'mantau']	['sayang', 'titip', 'barang', 'renang', 'jaga', 'barang', 'bawa', 'mantau']
345	346	Wisnu Kinx	4 tahun lalu	Positif	pantai sembilan	Pantai yg indah...Recommended buat Trip Wisata...	Pantai yg indahRecommended buat Trip Wisata	['pantai', 'yg', 'indahrecommended', 'buat', 'trip', 'wisata']	['pantai', 'yang', 'indahrecommended', 'buat', 'trip', 'wisata']	['pantai', 'indahrecommended', 'trip', 'wisata']	['pantai', 'indahrecommended', 'trip', 'wisata']
346	347	Aries Harijanto	5 tahun lalu	Positif	pantai sembilan	Tempatnya bagus dan menarik buat liburan. Bersih dan ada beberapa atraksi seperti banana boat, dll. Sayang transportasi kesana saat ini menggunakan perahu nelayan yang tidak setiap saat sedia untuk berangkat. Harus menunggu.	Tempatnya bagus dan menarik buat liburan Bersih dan ada beberapa atraksi seperti banana boat dll Sayang transportasi kesana saat ini menggunakan perahu nelayan yang tidak setiap saat sedia untuk berangkat Harus menunggu	['tempatnya', 'bagus', 'dan', 'menarik', 'buat', 'liburan', 'bersih', 'dan', 'ada', 'beberapa', 'atraksi', 'seperti', 'banana', 'boat', 'dll', 'sayang', 'transportasi', 'kesana', 'saat', 'ini', 'menggunakan', 'perahu', 'nelayan', 'yang', 'tidak', 'setiap', 'saat', 'sedia', 'untuk', 'berangkat', 'harus', 'menunggu']	['tempatnya', 'bagus', 'dan', 'menarik', 'buat', 'liburan', 'bersih', 'dan', 'ada', 'beberapa', 'atraksi', 'seperti', 'banana', 'boat', 'dll', 'sayang', 'transportasi', 'kesana', 'saat', 'ini', 'menggunakan', 'perahu', 'nelayan', 'yang', 'tidak', 'setiap', 'saat', 'sedia', 'untuk', 'berangkat', 'harus', 'menunggu']	['tempatnya', 'bagus', 'menarik', 'liburan', 'bersih', 'atraksi', 'banana', 'boat', 'dll', 'sayang', 'transportasi', 'kesana', 'perahu', 'nelayan', 'sedia', 'berangkat', 'menunggu']	['tempat', 'bagus', 'tarik', 'libur', 'bersih', 'atraksi', 'banana', 'boat', 'dll', 'sayang', 'transportasi', 'kesana', 'perahu', 'nelayan', 'sedia', 'berangkat', 'tunggu']
347	348	Ahmad Fikri	5 tahun lalu	Positif	pantai sembilan	Keren dan cocok amat buat weekend bareng keluarga atau teman.	Keren dan cocok amat buat weekend bareng keluarga atau teman	['keren', 'dan', 'cocok', 'amat', 'buat', 'weekend', 'bareng', 'keluarga', 'atau', 'teman']	['keren', 'dan', 'cocok', 'amat', 'buat', 'weekend', 'bareng', 'keluarga', 'atau', 'teman']	['keren', 'cocok', 'weekend', 'bareng', 'keluarga', 'teman']	['keren', 'cocok', 'weekend', 'bareng', 'keluarga', 'teman']
348	349	maskur joker	4 tahun lalu	Positif	pantai sembilan	Tempat yg bisa memberikan pikiran fress..	Tempat yg bisa memberikan pikiran fress	['tempat', 'yg', 'bisa', 'memberikan', 'pikiran', 'fress']	['tempat', 'yang', 'bisa', 'memberikan', 'pikiran', 'fress']	['pikiran', 'fress']	['pikir', 'fress']
349	350	Ratih	4 tahun lalu	Positif	pantai sembilan	Pantai yang terletak di kabupaten Sumenep. Kurang lebih 40 - 60 menit untuk menyebrang ke pulau ini. Terdapat warga yang tinggal di pulau ini. Kalau tidak salah, ada sekolah dasar juga. Terdapat spot - spot foto yang instagramable di tempat …	Pantai yang terletak di kabupaten Sumenep Kurang lebih   menit untuk menyebrang ke pulau ini Terdapat warga yang tinggal di pulau ini Kalau tidak salah ada sekolah dasar juga Terdapat spot spot foto yang instagramable di tempat	['pantai', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'kurang', 'lebih', 'menit', 'untuk', 'menyebrang', 'ke', 'pulau', 'ini', 'terdapat', 'warga', 'yang', 'tinggal', 'di', 'pulau', 'ini', 'kalau', 'tidak', 'salah', 'ada', 'sekolah', 'dasar', 'juga', 'terdapat', 'spot', 'spot', 'foto', 'yang', 'instagramable', 'di', 'tempat']	['pantai', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'kurang', 'lebih', 'menit', 'untuk', 'menyebrang', 'ke', 'pulau', 'ini', 'terdapat', 'warga', 'yang', 'tinggal', 'di', 'pulau', 'ini', 'kalau', 'tidak', 'salah', 'ada', 'sekolah', 'dasar', 'juga', 'terdapat', 'spot', 'spot', 'foto', 'yang', 'instagramable', 'di', 'tempat']	['pantai', 'terletak', 'kabupaten', 'sumenep', 'menit', 'menyebrang', 'pulau', 'warga', 'tinggal', 'pulau', 'salah', 'sekolah', 'dasar', 'spot', 'spot', 'foto', 'instagramable']	['pantai', 'letak', 'kabupaten', 'sumenep', 'menit', 'menyebrang', 'pulau', 'warga', 'tinggal', 'pulau', 'salah', 'sekolah', 'dasar', 'spot', 'spot', 'foto', 'instagramable']
350	351	elly erawati	3 tahun lalu	Positif	pantai sembilan	Salah satu pantai di pulau2 kecil Kab Sumenep yang keren abiz... Sesuai banget dengan ekspektasi, gak nyesel udah jauh2 datang... Tempat ini dapat dijangkau dengan naik kapal motor dari dermaga Saronggi dengan biaya Rp10.000,00 per orang …	Salah satu pantai di pulau kecil Kab Sumenep yang keren abiz Sesuai banget dengan ekspektasi gak nyesel udah jauh datang Tempat ini dapat dijangkau dengan naik kapal motor dari dermaga Saronggi dengan biaya Rp per orang	['salah', 'satu', 'pantai', 'di', 'pulau', 'kecil', 'kab', 'sumenep', 'yang', 'keren', 'abiz', 'sesuai', 'banget', 'dengan', 'ekspektasi', 'gak', 'nyesel', 'udah', 'jauh', 'datang', 'tempat', 'ini', 'dapat', 'dijangkau', 'dengan', 'naik', 'kapal', 'motor', 'dari', 'dermaga', 'saronggi', 'dengan', 'biaya', 'rp', 'per', 'orang']	['salah', 'satu', 'pantai', 'di', 'pulau', 'kecil', 'kab', 'sumenep', 'yang', 'keren', 'habis', 'sesuai', 'banget', 'dengan', 'ekspektasi', 'enggak', 'menyesal', 'sudah', 'jauh', 'datang', 'tempat', 'ini', 'dapat', 'dijangkau', 'dengan', 'naik', 'kapal', 'motor', 'dari', 'dermaga', 'saronggi', 'dengan', 'biaya', 'rp', 'per', 'orang']	['salah', 'pantai', 'pulau', 'kab', 'sumenep', 'keren', 'habis', 'sesuai', 'banget', 'ekspektasi', 'menyesal', 'dijangkau', 'kapal', 'motor', 'dermaga', 'saronggi', 'biaya', 'rp', 'orang']	['salah', 'pantai', 'pulau', 'kab', 'sumenep', 'keren', 'habis', 'sesuai', 'banget', 'ekspektasi', 'sesal', 'jangkau', 'kapal', 'motor', 'dermaga', 'saronggi', 'biaya', 'rp', 'orang']
351	352	yanto babe	5 tahun lalu	Positif	pantai sembilan	Mantaaaap, Bahagia itu sederhana n tdk hrs mahal, yg penting happy,,,!!!	Mantaaaap Bahagia itu sederhana n tdk hrs mahal yg penting happy	['mantaaaap', 'bahagia', 'itu', 'sederhana', 'n', 'tdk', 'hrs', 'mahal', 'yg', 'penting', 'happy']	['mantaaaap', 'bahagia', 'itu', 'sederhana', 'n', 'tidak', 'harus', 'mahal', 'yang', 'penting', 'happy']	['mantaaaap', 'bahagia', 'sederhana', 'mahal', 'happy']	['mantaaaap', 'bahagia', 'sederhana', 'mahal', 'happy']
352	353	Abd Wasik	4 tahun lalu	Positif	pantai sembilan	Alam semesta yg sungguh mengejutkan keindahnnya tampak dalam oantai sembilan sumenep madura	Alam semesta yg sungguh mengejutkan keindahnnya tampak dalam oantai sembilan sumenep madura	['alam', 'semesta', 'yg', 'sungguh', 'mengejutkan', 'keindahnnya', 'tampak', 'dalam', 'oantai', 'sembilan', 'sumenep', 'madura']	['alam', 'semesta', 'yang', 'sungguh', 'mengejutkan', 'keindahnnya', 'tampak', 'dalam', 'oantai', 'sembilan', 'sumenep', 'madura']	['alam', 'semesta', 'sungguh', 'mengejutkan', 'keindahnnya', 'oantai', 'sembilan', 'sumenep', 'madura']	['alam', 'semesta', 'sungguh', 'kejut', 'keindahnnya', 'oantai', 'sembilan', 'sumenep', 'madura']
353	354	Agus W	2 tahun lalu	Positif	pantai sembilan	Pantainya bagus...cuman akses kepantai Harus naik perahu untuk menujuh kepantai..	Pantainya baguscuman akses kepantai Harus naik perahu untuk menujuh kepantai	['pantainya', 'baguscuman', 'akses', 'kepantai', 'harus', 'naik', 'perahu', 'untuk', 'menujuh', 'kepantai']	['pantainya', 'baguscuman', 'akses', 'kepantai', 'harus', 'naik', 'perahu', 'untuk', 'menujuh', 'kepantai']	['pantainya', 'baguscuman', 'akses', 'kepantai', 'perahu', 'menujuh', 'kepantai']	['pantai', 'baguscuman', 'akses', 'pantai', 'perahu', 'tujuh', 'pantai']
354	355	Muhammad El-Jazzary	4 tahun lalu	Positif	pantai sembilan	Tempat wajib bagi para petualang	Tempat wajib bagi para petualang	['tempat', 'wajib', 'bagi', 'para', 'petualang']	['tempat', 'wajib', 'bagi', 'para', 'petualang']	['wajib', 'petualang']	['wajib', 'tualang']
355	356	eRni aja	2 tahun lalu	Positif	pantai sembilan	Pantai yg cantik	Pantai yg cantik	['pantai', 'yg', 'cantik']	['pantai', 'yang', 'cantik']	['pantai', 'cantik']	['pantai', 'cantik']
356	357	KAKPJ	5 tahun lalu	Positif	pantai sembilan	Dibalik sebutannya sebagai wilayah penghasil garam, Pulau Madura juga memiliki destinasi wisata yang tak kalah indah. Seperti Gili Labak yang terletak di Kabupaten Sumenep salah satunya. Namun baru-baru ini kembali lagi terdapat sebuah …	Dibalik sebutannya sebagai wilayah penghasil garam Pulau Madura juga memiliki destinasi wisata yang tak kalah indah Seperti Gili Labak yang terletak di Kabupaten Sumenep salah satunya Namun barubaru ini kembali lagi terdapat sebuah	['dibalik', 'sebutannya', 'sebagai', 'wilayah', 'penghasil', 'garam', 'pulau', 'madura', 'juga', 'memiliki', 'destinasi', 'wisata', 'yang', 'tak', 'kalah', 'indah', 'seperti', 'gili', 'labak', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'salah', 'satunya', 'namun', 'barubaru', 'ini', 'kembali', 'lagi', 'terdapat', 'sebuah']	['dibalik', 'sebutannya', 'sebagai', 'wilayah', 'penghasil', 'garam', 'pulau', 'madura', 'juga', 'memiliki', 'destinasi', 'wisata', 'yang', 'tak', 'kalah', 'indah', 'seperti', 'gili', 'labak', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'salah', 'satunya', 'namun', 'barubaru', 'ini', 'kembali', 'lagi', 'terdapat', 'sebuah']	['dibalik', 'sebutannya', 'wilayah', 'penghasil', 'garam', 'pulau', 'madura', 'memiliki', 'destinasi', 'wisata', 'kalah', 'indah', 'gili', 'labak', 'terletak', 'kabupaten', 'sumenep', 'salah', 'satunya', 'barubaru']	['balik', 'sebut', 'wilayah', 'hasil', 'garam', 'pulau', 'madura', 'milik', 'destinasi', 'wisata', 'kalah', 'indah', 'gili', 'labak', 'letak', 'kabupaten', 'sumenep', 'salah', 'satu', 'barubaru']
357	358	ach choirul	5 tahun lalu	Positif	pantai sembilan	Pantai bersih, aman, Nyaman, fasilitas oke punya dan harga yang relatif murah serta akses yang dapat mudah di jangkau menjadi pilihan wisata pulau dan pantai terdekat dari pusat kota Sumenep	Pantai bersih aman Nyaman fasilitas oke punya dan harga yang relatif murah serta akses yang dapat mudah di jangkau menjadi pilihan wisata pulau dan pantai terdekat dari pusat kota Sumenep	['pantai', 'bersih', 'aman', 'nyaman', 'fasilitas', 'oke', 'punya', 'dan', 'harga', 'yang', 'relatif', 'murah', 'serta', 'akses', 'yang', 'dapat', 'mudah', 'di', 'jangkau', 'menjadi', 'pilihan', 'wisata', 'pulau', 'dan', 'pantai', 'terdekat', 'dari', 'pusat', 'kota', 'sumenep']	['pantai', 'bersih', 'aman', 'nyaman', 'fasilitas', 'oke', 'punya', 'dan', 'harga', 'yang', 'relatif', 'murah', 'serta', 'akses', 'yang', 'dapat', 'mudah', 'di', 'jangkau', 'menjadi', 'pilihan', 'wisata', 'pulau', 'dan', 'pantai', 'terdekat', 'dari', 'pusat', 'kota', 'sumenep']	['pantai', 'bersih', 'aman', 'nyaman', 'fasilitas', 'oke', 'harga', 'relatif', 'murah', 'akses', 'mudah', 'jangkau', 'pilihan', 'wisata', 'pulau', 'pantai', 'terdekat', 'pusat', 'kota', 'sumenep']	['pantai', 'bersih', 'aman', 'nyaman', 'fasilitas', 'oke', 'harga', 'relatif', 'murah', 'akses', 'mudah', 'jangkau', 'pilih', 'wisata', 'pulau', 'pantai', 'dekat', 'pusat', 'kota', 'sumenep']
358	359	Chacha Nisa	5 tahun lalu	Positif	pantai sembilan	Pemandangannya bagus, fasilitas sudah membasahi, cuman memang disarankan bisa menginap karena pasti akan merasa tidak puas kalau hanya beberapa jam saja disana	Pemandangannya bagus fasilitas sudah membasahi cuman memang disarankan bisa menginap karena pasti akan merasa tidak puas kalau hanya beberapa jam saja disana	['pemandangannya', 'bagus', 'fasilitas', 'sudah', 'membasahi', 'cuman', 'memang', 'disarankan', 'bisa', 'menginap', 'karena', 'pasti', 'akan', 'merasa', 'tidak', 'puas', 'kalau', 'hanya', 'beberapa', 'jam', 'saja', 'disana']	['pemandangannya', 'bagus', 'fasilitas', 'sudah', 'membasahi', 'cuman', 'memang', 'disarankan', 'bisa', 'menginap', 'karena', 'pasti', 'akan', 'merasa', 'tidak', 'puas', 'kalau', 'hanya', 'beberapa', 'jam', 'saja', 'disana']	['pemandangannya', 'bagus', 'fasilitas', 'membasahi', 'cuman', 'disarankan', 'menginap', 'puas', 'jam', 'disana']	['pandang', 'bagus', 'fasilitas', 'basah', 'cuman', 'saran', 'inap', 'puas', 'jam', 'sana']
359	360	Dadang Firmansah	3 tahun lalu	Positif	pantai sembilan	Mantap buat liburan	Mantap buat liburan	['mantap', 'buat', 'liburan']	['mantap', 'buat', 'liburan']	['mantap', 'liburan']	['mantap', 'libur']
360	361	SOS DELIVERY	setahun lalu	Negatif	pantai sembilan	"Kecewa banget, jauh t4nya
Hotel kurang layak
Mahal …"	Kecewa banget jauh tnyaHotel kurang layakMahal	['kecewa', 'banget', 'jauh', 'tnyahotel', 'kurang', 'layakmahal']	['kecewa', 'banget', 'jauh', 'tnyahotel', 'kurang', 'layakmahal']	['kecewa', 'banget', 'tnyahotel', 'layakmahal']	['kecewa', 'banget', 'tnyahotel', 'layakmahal']
361	362	Adi Santoso	5 tahun lalu	Positif	pantai sembilan	Pemandangan pantainya yang indah dan bersih	Pemandangan pantainya yang indah dan bersih	['pemandangan', 'pantainya', 'yang', 'indah', 'dan', 'bersih']	['pemandangan', 'pantainya', 'yang', 'indah', 'dan', 'bersih']	['pemandangan', 'pantainya', 'indah', 'bersih']	['pandang', 'pantai', 'indah', 'bersih']
362	363	Indah Margiati	5 tahun lalu	Positif	pantai sembilan	Istimewa. Pantainya bersih , tenang dan asri	Istimewa Pantainya bersih tenang dan asri	['istimewa', 'pantainya', 'bersih', 'tenang', 'dan', 'asri']	['istimewa', 'pantainya', 'bersih', 'tenang', 'dan', 'asri']	['istimewa', 'pantainya', 'bersih', 'tenang', 'asri']	['istimewa', 'pantai', 'bersih', 'tenang', 'asri']
363	364	Beta Abri	3 tahun lalu	Positif	pantai sembilan	banyak fasilitas pantai d sana, harganya terjamin, bisa snorkling,kano,banana bot, ada juga tempat untuk nginap yang nyaman, ada warung makan, tempat nyanyi nyanyi, banyak pokoknya	banyak fasilitas pantai d sana harganya terjamin bisa snorklingkanobanana bot ada juga tempat untuk nginap yang nyaman ada warung makan tempat nyanyi nyanyi banyak pokoknya	['banyak', 'fasilitas', 'pantai', 'd', 'sana', 'harganya', 'terjamin', 'bisa', 'snorklingkanobanana', 'bot', 'ada', 'juga', 'tempat', 'untuk', 'nginap', 'yang', 'nyaman', 'ada', 'warung', 'makan', 'tempat', 'nyanyi', 'nyanyi', 'banyak', 'pokoknya']	['banyak', 'fasilitas', 'pantai', 'di', 'sana', 'harganya', 'terjamin', 'bisa', 'snorklingkanobanana', 'bot', 'ada', 'juga', 'tempat', 'untuk', 'nginap', 'yang', 'nyaman', 'ada', 'warung', 'makan', 'tempat', 'nyanyi', 'nyanyi', 'banyak', 'pokoknya']	['fasilitas', 'pantai', 'harganya', 'terjamin', 'snorklingkanobanana', 'bot', 'nginap', 'nyaman', 'warung', 'makan', 'nyanyi', 'nyanyi', 'pokoknya']	['fasilitas', 'pantai', 'harga', 'jamin', 'snorklingkanobanana', 'bot', 'nginap', 'nyaman', 'warung', 'makan', 'nyanyi', 'nyanyi', 'pokok']
364	365	Indra Irawan	setahun lalu	Positif	pantai sembilan	Liburan murah meriah dgn keasrian pantainya, asik buat liburan bareng keluarga, atau rekan kerja. Fasilitas penginapan jg tersedia.	Liburan murah meriah dgn keasrian pantainya asik buat liburan bareng keluarga atau rekan kerja Fasilitas penginapan jg tersedia	['liburan', 'murah', 'meriah', 'dgn', 'keasrian', 'pantainya', 'asik', 'buat', 'liburan', 'bareng', 'keluarga', 'atau', 'rekan', 'kerja', 'fasilitas', 'penginapan', 'jg', 'tersedia']	['liburan', 'murah', 'meriah', 'dengan', 'keasrian', 'pantainya', 'asik', 'buat', 'liburan', 'bareng', 'keluarga', 'atau', 'rekan', 'kerja', 'fasilitas', 'penginapan', 'juga', 'tersedia']	['liburan', 'murah', 'meriah', 'keasrian', 'pantainya', 'asik', 'liburan', 'bareng', 'keluarga', 'rekan', 'kerja', 'fasilitas', 'penginapan', 'tersedia']	['libur', 'murah', 'riah', 'asri', 'pantai', 'asik', 'libur', 'bareng', 'keluarga', 'rekan', 'kerja', 'fasilitas', 'inap', 'sedia']
365	366	Aqila Rifda	5 tahun lalu	Positif	pantai sembilan	bersih pantainya	bersih pantainya	['bersih', 'pantainya']	['bersih', 'pantainya']	['bersih', 'pantainya']	['bersih', 'pantai']
366	367	achmad ubaidillah	3 tahun lalu	Positif	pantai sembilan	Pantai sembilan dari laut?? bagus, tenang tempatnya ?? …	Pantai sembilan dari laut bagus tenang tempatnya	['pantai', 'sembilan', 'dari', 'laut', 'bagus', 'tenang', 'tempatnya']	['pantai', 'sembilan', 'dari', 'laut', 'bagus', 'tenang', 'tempatnya']	['pantai', 'sembilan', 'laut', 'bagus', 'tenang', 'tempatnya']	['pantai', 'sembilan', 'laut', 'bagus', 'tenang', 'tempat']
367	368	Mujahidin Waru	5 tahun lalu	Positif	pantai sembilan	Cocok buat yang hobi fotografi	Cocok buat yang hobi fotografi	['cocok', 'buat', 'yang', 'hobi', 'fotografi']	['cocok', 'buat', 'yang', 'hobi', 'fotografi']	['cocok', 'hobi', 'fotografi']	['cocok', 'hobi', 'fotografi']
