	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
464	kholidah Wahyuni	5 tahun lalu	Positif	Bukit Jaddhih	panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..	panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget	['panas', 'penuh', 'debu', 'banyak', 'tempat', 'yg', 'berbayar', 'untuk', 'masuk', 'ke', 'akses', 'yg', 'kita', 'ingini', 'tapi', 'bagus', 'sih', 'pemandangannya', 'instragamable', 'banget']	['panas', 'penuh', 'debu', 'banyak', 'tempat', 'yang', 'berbayar', 'untuk', 'masuk', 'ke', 'akses', 'yang', 'kita', 'ingini', 'tapi', 'bagus', 'sih', 'pemandangannya', 'instragamable', 'banget']	['panas', 'penuh', 'debu', 'berbayar', 'masuk', 'akses', 'ingini', 'bagus', 'pemandangannya', 'instragamable', 'banget']	['panas', 'penuh', 'debu', 'bayar', 'masuk', 'akses', 'ingin', 'bagus', 'pandang', 'instragamable', 'banget']
465	Desy Indraw	5 tahun lalu	Positif	Bukit Jaddhih	Tempat yang Bagus..  Saran datang saat pagi atau agak sore..  Karena panas... ???	Tempat yang Bagus Saran datang saat pagi atau agak sore Karena panas	['tempat', 'yang', 'bagus', 'saran', 'datang', 'saat', 'pagi', 'atau', 'agak', 'sore', 'karena', 'panas']	['tempat', 'yang', 'bagus', 'saran', 'datang', 'saat', 'pagi', 'atau', 'agak', 'sore', 'karena', 'panas']	['bagus', 'saran', 'pagi', 'sore', 'panas']	['bagus', 'saran', 'pagi', 'sore', 'panas']
466	Prophana Handi	3 tahun lalu	Positif	Bukit Jaddhih	Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...	Msh banyak kurangnya dan perawatan Baik itu petunjuk arah dan tempat yg bagus buat spot foto	['msh', 'banyak', 'kurangnya', 'dan', 'perawatan', 'baik', 'itu', 'petunjuk', 'arah', 'dan', 'tempat', 'yg', 'bagus', 'buat', 'spot', 'foto']	['masih', 'banyak', 'kurangnya', 'dan', 'perawatan', 'baik', 'itu', 'petunjuk', 'arah', 'dan', 'tempat', 'yang', 'bagus', 'buat', 'spot', 'foto']	['kurangnya', 'perawatan', 'petunjuk', 'arah', 'bagus', 'spot', 'foto']	['kurang', 'awat', 'tunjuk', 'arah', 'bagus', 'spot', 'foto']
467	Yosi Amalia Santi	5 tahun lalu	Positif	Bukit Jaddhih	Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.	Sangat unik dan menarik untuk dikunjungi Namun sayang sekali pada saat musim kemarau airnya menguning tidak biru seperti kebanyakan foto yang beredar Bila kesini juga harus hatihati dengan debu jangan lupa siapkan masker	['sangat', 'unik', 'dan', 'menarik', 'untuk', 'dikunjungi', 'namun', 'sayang', 'sekali', 'pada', 'saat', 'musim', 'kemarau', 'airnya', 'menguning', 'tidak', 'biru', 'seperti', 'kebanyakan', 'foto', 'yang', 'beredar', 'bila', 'kesini', 'juga', 'harus', 'hatihati', 'dengan', 'debu', 'jangan', 'lupa', 'siapkan', 'masker']	['sangat', 'unik', 'dan', 'menarik', 'untuk', 'dikunjungi', 'namun', 'sayang', 'sekali', 'pada', 'saat', 'musim', 'kemarau', 'airnya', 'menguning', 'tidak', 'biru', 'seperti', 'kebanyakan', 'foto', 'yang', 'beredar', 'bila', 'kesini', 'juga', 'harus', 'hatihati', 'dengan', 'debu', 'jangan', 'lupa', 'siapkan', 'masker']	['unik', 'menarik', 'dikunjungi', 'sayang', 'musim', 'kemarau', 'airnya', 'menguning', 'biru', 'kebanyakan', 'foto', 'beredar', 'kesini', 'hatihati', 'debu', 'lupa', 'siapkan', 'masker']	['unik', 'tarik', 'kunjung', 'sayang', 'musim', 'kemarau', 'air', 'kuning', 'biru', 'banyak', 'foto', 'edar', 'kesini', 'hatihati', 'debu', 'lupa', 'siap', 'masker']
468	Nindy Dea	4 tahun lalu	Positif	Bukit Jaddhih	Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...	Pas mendung kesini oke lah Tapi kalau pas panas ya wow rasanya pasti	['pas', 'mendung', 'kesini', 'oke', 'lah', 'tapi', 'kalau', 'pas', 'panas', 'ya', 'wow', 'rasanya', 'pasti']	['pas', 'mendung', 'kesini', 'oke', 'lah', 'tapi', 'kalau', 'pas', 'panas', 'ya', 'wow', 'rasanya', 'pasti']	['pas', 'mendung', 'kesini', 'oke', 'pas', 'panas', 'wow']	['pas', 'mendung', 'kesini', 'oke', 'pas', 'panas', 'wow']
469	Darwis N.a.	3 tahun lalu	Positif	Bukit Jaddhih	Tempat bagus untuk hunting foto dan rekreasi keluarga	Tempat bagus untuk hunting foto dan rekreasi keluarga	['tempat', 'bagus', 'untuk', 'hunting', 'foto', 'dan', 'rekreasi', 'keluarga']	['tempat', 'bagus', 'untuk', 'hunting', 'foto', 'dan', 'rekreasi', 'keluarga']	['bagus', 'hunting', 'foto', 'rekreasi', 'keluarga']	['bagus', 'hunting', 'foto', 'rekreasi', 'keluarga']
470	ignatia ida	4 tahun lalu	Positif	Bukit Jaddhih	Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya	Bukit kapur yg diukir indah Sayang berdebu karena masih ditambang kapurnya	['bukit', 'kapur', 'yg', 'diukir', 'indah', 'sayang', 'berdebu', 'karena', 'masih', 'ditambang', 'kapurnya']	['bukit', 'kapur', 'yang', 'diukir', 'indah', 'sayang', 'berdebu', 'karena', 'masih', 'ditambang', 'kapurnya']	['bukit', 'kapur', 'diukir', 'indah', 'sayang', 'berdebu', 'ditambang', 'kapurnya']	['bukit', 'kapur', 'ukir', 'indah', 'sayang', 'debu', 'tambang', 'kapur']
471	Jp Ade	4 tahun lalu	Positif	Bukit Jaddhih	Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus	Bagus tp masih dalam renovasi Mungkin kalau sudah jadi akan sangat bagus	['bagus', 'tp', 'masih', 'dalam', 'renovasi', 'mungkin', 'kalau', 'sudah', 'jadi', 'akan', 'sangat', 'bagus']	['bagus', 'tapi', 'masih', 'dalam', 'renovasi', 'mungkin', 'kalau', 'sudah', 'jadi', 'akan', 'sangat', 'bagus']	['bagus', 'renovasi', 'bagus']	['bagus', 'renovasi', 'bagus']
472	Zaenal Zakariazen	5 tahun lalu	Positif	Bukit Jaddhih	Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …	Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat Di sana terdapat kolam	['bukit', 'jaddih', 'bangkalan', 'merupakan', 'bukit', 'kapur', 'yang', 'masih', 'aktif', 'jadi', 'banya', 'pekerja', 'yang', 'melakukan', 'aktivitas', 'penambangan', 'di', 'tempat', 'tersebut', 'sebagian', 'spot', 'bekas', 'penambangan', 'dapat', 'anda', 'gunakan', 'sebagai', 'wahana', 'wisat', 'di', 'sana', 'terdapat', 'kolam']	['bukit', 'jaddih', 'bangkalan', 'merupakan', 'bukit', 'kapur', 'yang', 'masih', 'aktif', 'jadi', 'banya', 'pekerja', 'yang', 'melakukan', 'aktivitas', 'penambangan', 'di', 'tempat', 'tersebut', 'sebagian', 'spot', 'bekas', 'penambangan', 'dapat', 'anda', 'gunakan', 'sebagai', 'wahana', 'wisat', 'di', 'sana', 'terdapat', 'kolam']	['bukit', 'jaddih', 'bangkalan', 'bukit', 'kapur', 'aktif', 'banya', 'pekerja', 'aktivitas', 'penambangan', 'spot', 'bekas', 'penambangan', 'wahana', 'wisat', 'kolam']	['bukit', 'jaddih', 'bangkal', 'bukit', 'kapur', 'aktif', 'banya', 'kerja', 'aktivitas', 'tambang', 'spot', 'bekas', 'tambang', 'wahana', 'wisat', 'kolam']
473	Erwin Brewok	5 tahun lalu	Positif	Bukit Jaddhih	Perbukitan kapur yg lg d olah untuk wisata batu kapur	Perbukitan kapur yg lg d olah untuk wisata batu kapur	['perbukitan', 'kapur', 'yg', 'lg', 'd', 'olah', 'untuk', 'wisata', 'batu', 'kapur']	['perbukitan', 'kapur', 'yang', 'lagi', 'di', 'olah', 'untuk', 'wisata', 'batu', 'kapur']	['perbukitan', 'kapur', 'olah', 'wisata', 'batu', 'kapur']	['bukit', 'kapur', 'olah', 'wisata', 'batu', 'kapur']
474	Jeng Asih	5 tahun lalu	Positif	Bukit Jaddhih	Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang ?????? …	Bukit Jaddih Madura keren lokasinya seperti berasa ada di luar negri cocok juga untuk yg suka berpetualang	['bukit', 'jaddih', 'madura', 'keren', 'lokasinya', 'seperti', 'berasa', 'ada', 'di', 'luar', 'negri', 'cocok', 'juga', 'untuk', 'yg', 'suka', 'berpetualang']	['bukit', 'jaddih', 'madura', 'keren', 'lokasinya', 'seperti', 'berasa', 'ada', 'di', 'luar', 'negeri', 'cocok', 'juga', 'untuk', 'yang', 'suka', 'berpetualang']	['bukit', 'jaddih', 'madura', 'keren', 'lokasinya', 'berasa', 'negeri', 'cocok', 'suka', 'berpetualang']	['bukit', 'jaddih', 'madura', 'keren', 'lokasi', 'asa', 'negeri', 'cocok', 'suka', 'tualang']
475	Therry Martien	5 tahun lalu	Positif	Bukit Jaddhih	Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang	Tempat yang sangat indahdan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker karena angin cukup kencang	['tempat', 'yang', 'sangat', 'indahdan', 'saya', 'sarankan', 'jika', 'anda', 'ingin', 'berkunjung', 'ke', 'tempat', 'ini', 'jangan', 'lupa', 'bawa', 'masker', 'karena', 'angin', 'cukup', 'kencang']	['tempat', 'yang', 'sangat', 'indahdan', 'saya', 'sarankan', 'jika', 'anda', 'ingin', 'berkunjung', 'ke', 'tempat', 'ini', 'jangan', 'lupa', 'bawa', 'masker', 'karena', 'angin', 'cukup', 'kencang']	['indahdan', 'sarankan', 'berkunjung', 'lupa', 'bawa', 'masker', 'angin', 'kencang']	['indahdan', 'saran', 'kunjung', 'lupa', 'bawa', 'masker', 'angin', 'kencang']
476	Januar Sugiarto	4 tahun lalu	Negatif	Bukit Jaddhih	Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak	Panas dan berdebusebelum kesana baiknya siapkan masker kacamata topi dan payungmohon retribusi biaya masuk jgn terlalu banyak	['panas', 'dan', 'berdebusebelum', 'kesana', 'baiknya', 'siapkan', 'masker', 'kacamata', 'topi', 'dan', 'payungmohon', 'retribusi', 'biaya', 'masuk', 'jgn', 'terlalu', 'banyak']	['panas', 'dan', 'berdebusebelum', 'kesana', 'baiknya', 'siapkan', 'masker', 'kacamata', 'topi', 'dan', 'payungmohon', 'retribusi', 'biaya', 'masuk', 'jangan', 'terlalu', 'banyak']	['panas', 'berdebusebelum', 'kesana', 'baiknya', 'siapkan', 'masker', 'kacamata', 'topi', 'payungmohon', 'retribusi', 'biaya', 'masuk']	['panas', 'berdebusebelum', 'kesana', 'baik', 'siap', 'masker', 'kacamata', 'topi', 'payungmohon', 'retribusi', 'biaya', 'masuk']
477	Istiqomah Ardiyanto	4 tahun lalu	Positif	Bukit Jaddhih	Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb	Tempat bagus cuman banyak pungli Tiket masuk rb Trus di dalam eh masih ditarik uang parkir rb	['tempat', 'bagus', 'cuman', 'banyak', 'pungli', 'tiket', 'masuk', 'rb', 'trus', 'di', 'dalam', 'eh', 'masih', 'ditarik', 'uang', 'parkir', 'rb']	['tempat', 'bagus', 'cuman', 'banyak', 'pungli', 'tiket', 'masuk', 'ribu', 'terus', 'di', 'dalam', 'eh', 'masih', 'ditarik', 'uang', 'parkir', 'ribu']	['bagus', 'cuman', 'pungli', 'tiket', 'masuk', 'ribu', 'eh', 'ditarik', 'uang', 'parkir', 'ribu']	['bagus', 'cuman', 'pungli', 'tiket', 'masuk', 'ribu', 'eh', 'tarik', 'uang', 'parkir', 'ribu']
478	Rita Sehan	3 tahun lalu	Negatif	Bukit Jaddhih	Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering	Hanya pemandangan bukit kapur saja selebihnya tidak ada apa disana danau nya juga kering	['hanya', 'pemandangan', 'bukit', 'kapur', 'saja', 'selebihnya', 'tidak', 'ada', 'apa', 'disana', 'danau', 'nya', 'juga', 'kering']	['hanya', 'pemandangan', 'bukit', 'kapur', 'saja', 'selebihnya', 'tidak', 'ada', 'apa', 'disana', 'danau', 'nya', 'juga', 'kering']	['pemandangan', 'bukit', 'kapur', 'selebihnya', 'disana', 'danau', 'kering']	['pandang', 'bukit', 'kapur', 'lebih', 'sana', 'danau', 'kering']
479	Yuliarta Kurnia Pramai Sella	11 bulan lalu	Negatif	Bukit Jaddhih	Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.	Ketika melihat pola kerukannya nambangnya penuh dgn perhitungan	['ketika', 'melihat', 'pola', 'kerukannya', 'nambangnya', 'penuh', 'dgn', 'perhitungan']	['ketika', 'melihat', 'pola', 'kerukannya', 'nambangnya', 'penuh', 'dengan', 'perhitungan']	['pola', 'kerukannya', 'nambangnya', 'penuh', 'perhitungan']	['pola', 'kerukannya', 'nambangnya', 'penuh', 'hitung']
480	Tommy Hutama	9 bulan lalu	Positif	Bukit Jaddhih	Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.	Lokasi wisata dikelola oleh masyarakat sekitar sehingga menimbulkan kesan yang amburadul Tidak ada lokasi parkir yang memadai Harga tiket relatif murah rborang	['lokasi', 'wisata', 'dikelola', 'oleh', 'masyarakat', 'sekitar', 'sehingga', 'menimbulkan', 'kesan', 'yang', 'amburadul', 'tidak', 'ada', 'lokasi', 'parkir', 'yang', 'memadai', 'harga', 'tiket', 'relatif', 'murah', 'rborang']	['lokasi', 'wisata', 'dikelola', 'oleh', 'masyarakat', 'sekitar', 'sehingga', 'menimbulkan', 'kesan', 'yang', 'amburadul', 'tidak', 'ada', 'lokasi', 'parkir', 'yang', 'memadai', 'harga', 'tiket', 'relatif', 'murah', 'rborang']	['lokasi', 'wisata', 'dikelola', 'masyarakat', 'menimbulkan', 'kesan', 'amburadul', 'lokasi', 'parkir', 'memadai', 'harga', 'tiket', 'relatif', 'murah', 'rborang']	['lokasi', 'wisata', 'kelola', 'masyarakat', 'timbul', 'kesan', 'amburadul', 'lokasi', 'parkir', 'pada', 'harga', 'tiket', 'relatif', 'murah', 'rborang']
481	Rina Andriani	4 tahun lalu	Negatif	Bukit Jaddhih	Belum terawat, masih banyak pungli utk tiket masuk	Belum terawat masih banyak pungli utk tiket masuk	['belum', 'terawat', 'masih', 'banyak', 'pungli', 'utk', 'tiket', 'masuk']	['belum', 'terawat', 'masih', 'banyak', 'pungli', 'untuk', 'tiket', 'masuk']	['terawat', 'pungli', 'tiket', 'masuk']	['awat', 'pungli', 'tiket', 'masuk']
482	Ananda Nico Ardiansyah	5 tahun lalu	Negatif	Bukit Jaddhih	Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal	Tempat cocok untuk rekreasi Namun hati untuk yang berangkat sendirian atau berduaan Karena banyak begal	['tempat', 'cocok', 'untuk', 'rekreasi', 'namun', 'hati', 'untuk', 'yang', 'berangkat', 'sendirian', 'atau', 'berduaan', 'karena', 'banyak', 'begal']	['tempat', 'cocok', 'untuk', 'rekreasi', 'namun', 'hati', 'untuk', 'yang', 'berangkat', 'sendirian', 'atau', 'berduaan', 'karena', 'banyak', 'begal']	['cocok', 'rekreasi', 'hati', 'berangkat', 'berduaan', 'begal']	['cocok', 'rekreasi', 'hati', 'berangkat', 'dua', 'begal']
483	Ricky Marlissa	setahun lalu	Positif	Bukit Jaddhih	"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …"	Spot Foto dengan latar bukit kapur bekas galian tambangToilet gelap tdk ada lampu	['spot', 'foto', 'dengan', 'latar', 'bukit', 'kapur', 'bekas', 'galian', 'tambangtoilet', 'gelap', 'tdk', 'ada', 'lampu']	['spot', 'foto', 'dengan', 'latar', 'bukit', 'kapur', 'bekas', 'galian', 'tambangtoilet', 'gelap', 'tidak', 'ada', 'lampu']	['spot', 'foto', 'latar', 'bukit', 'kapur', 'bekas', 'galian', 'tambangtoilet', 'gelap', 'lampu']	['spot', 'foto', 'latar', 'bukit', 'kapur', 'bekas', 'gali', 'tambangtoilet', 'gelap', 'lampu']
484	Nunung Wahyudi SP	setahun lalu	Positif	Bukit Jaddhih	Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …	Lahan luas cocok buat wisata yg dekat dengan Surabaya Buat fotofoto prewedding dan keluarga Tiket parkir motor rb dan tikect masuk  perorangan Disarankan bawa payung dan kondisi sehat supaya bisa jalan tanjakan bisa di	['lahan', 'luas', 'cocok', 'buat', 'wisata', 'yg', 'dekat', 'dengan', 'surabaya', 'buat', 'fotofoto', 'prewedding', 'dan', 'keluarga', 'tiket', 'parkir', 'motor', 'rb', 'dan', 'tikect', 'masuk', 'perorangan', 'disarankan', 'bawa', 'payung', 'dan', 'kondisi', 'sehat', 'supaya', 'bisa', 'jalan', 'tanjakan', 'bisa', 'di']	['lahan', 'luas', 'cocok', 'buat', 'wisata', 'yang', 'dekat', 'dengan', 'surabaya', 'buat', 'fotofoto', 'prewedding', 'dan', 'keluarga', 'tiket', 'parkir', 'motor', 'ribu', 'dan', 'tikect', 'masuk', 'perorangan', 'disarankan', 'bawa', 'payung', 'dan', 'kondisi', 'sehat', 'supaya', 'bisa', 'jalan', 'tanjakan', 'bisa', 'di']	['lahan', 'luas', 'cocok', 'wisata', 'surabaya', 'fotofoto', 'prewedding', 'keluarga', 'tiket', 'parkir', 'motor', 'ribu', 'tikect', 'masuk', 'perorangan', 'disarankan', 'bawa', 'payung', 'kondisi', 'sehat', 'jalan', 'tanjakan']	['lahan', 'luas', 'cocok', 'wisata', 'surabaya', 'fotofoto', 'prewedding', 'keluarga', 'tiket', 'parkir', 'motor', 'ribu', 'tikect', 'masuk', 'orang', 'saran', 'bawa', 'payung', 'kondisi', 'sehat', 'jalan', 'tanjak']
485	RINA AZCHAR	4 tahun lalu	Positif	Bukit Jaddhih	Tempat wisatanya lumayan bagus, tp panas	Tempat wisatanya lumayan bagus tp panas	['tempat', 'wisatanya', 'lumayan', 'bagus', 'tp', 'panas']	['tempat', 'wisatanya', 'lumayan', 'bagus', 'tapi', 'panas']	['wisatanya', 'lumayan', 'bagus', 'panas']	['wisata', 'lumayan', 'bagus', 'panas']
486	fardha fadillah	3 tahun lalu	Positif	Bukit Jaddhih	"Bagus sih tmpt nya??, tp nggak ada tmpt buat berteduh
Panas bgt???? …"	Bagus sih tmpt nya tp nggak ada tmpt buat berteduhPanas bgt	['bagus', 'sih', 'tmpt', 'nya', 'tp', 'nggak', 'ada', 'tmpt', 'buat', 'berteduhpanas', 'bgt']	['bagus', 'sih', 'tempat', 'nya', 'tapi', 'enggak', 'ada', 'tempat', 'buat', 'berteduhpanas', 'banget']	['bagus', 'berteduhpanas', 'banget']	['bagus', 'berteduhpanas', 'banget']
487	Dyah Ayu NS	5 tahun lalu	Positif	Bukit Jaddhih	Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.	Tempat tambang kapur Bagus tempatnya Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur Sehingga agak berbahaya untuk pengendara motor	['tempat', 'tambang', 'kapur', 'bagus', 'tempatnya', 'sayangnya', 'jalan', 'kecil', 'menuju', 'lokasi', 'kalau', 'habis', 'hujan', 'jadi', 'becek', 'berlumpur', 'sehingga', 'agak', 'berbahaya', 'untuk', 'pengendara', 'motor']	['tempat', 'tambang', 'kapur', 'bagus', 'tempatnya', 'sayangnya', 'jalan', 'kecil', 'menuju', 'lokasi', 'kalau', 'habis', 'hujan', 'jadi', 'becek', 'berlumpur', 'sehingga', 'agak', 'berbahaya', 'untuk', 'pengendara', 'motor']	['tambang', 'kapur', 'bagus', 'tempatnya', 'sayangnya', 'jalan', 'lokasi', 'habis', 'hujan', 'becek', 'berlumpur', 'berbahaya', 'pengendara', 'motor']	['tambang', 'kapur', 'bagus', 'tempat', 'sayang', 'jalan', 'lokasi', 'habis', 'hujan', 'becek', 'lumpur', 'bahaya', 'kendara', 'motor']
488	Bayu Adi Wibowo	5 tahun lalu	Positif	Bukit Jaddhih	"tidak seindah dan sebagus 1-2 tahun lalu
kondisi danau buatan sangat mengenaskan"	tidak seindah dan sebagus  tahun lalukondisi danau buatan sangat mengenaskan	['tidak', 'seindah', 'dan', 'sebagus', 'tahun', 'lalukondisi', 'danau', 'buatan', 'sangat', 'mengenaskan']	['tidak', 'seindah', 'dan', 'sebagus', 'tahun', 'lalukondisi', 'danau', 'buatan', 'sangat', 'mengenaskan']	['seindah', 'sebagus', 'lalukondisi', 'danau', 'buatan', 'mengenaskan']	['indah', 'bagus', 'lalukondisi', 'danau', 'buat', 'enas']
489	Adista Cista	4 tahun lalu	Positif	Bukit Jaddhih	Keren pemandangannya sayangnya jalannya kurang terbenahi	Keren pemandangannya sayangnya jalannya kurang terbenahi	['keren', 'pemandangannya', 'sayangnya', 'jalannya', 'kurang', 'terbenahi']	['keren', 'pemandangannya', 'sayangnya', 'jalannya', 'kurang', 'terbenahi']	['keren', 'pemandangannya', 'sayangnya', 'jalannya', 'terbenahi']	['keren', 'pandang', 'sayang', 'jalan', 'benah']
490	Thobias Andhika	4 tahun lalu	Positif	Bukit Jaddhih	Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.	Tempatnya menarik kalau di explore lagi banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya	['tempatnya', 'menarik', 'kalau', 'di', 'explore', 'lagi', 'banyak', 'hidden', 'spot', 'yang', 'sepi', 'banget', 'jauh', 'dari', 'wisatawan', 'pada', 'umunya']	['tempatnya', 'menarik', 'kalau', 'di', 'explore', 'lagi', 'banyak', 'hidden', 'spot', 'yang', 'sepi', 'banget', 'jauh', 'dari', 'wisatawan', 'pada', 'umunya']	['tempatnya', 'menarik', 'explore', 'hidden', 'spot', 'sepi', 'banget', 'wisatawan', 'umunya']	['tempat', 'tarik', 'explore', 'hidden', 'spot', 'sepi', 'banget', 'wisatawan', 'umu']
491	karlos david	4 bulan lalu	Positif	Bukit Jaddhih	"Wajib sun glasses & sun cream
Selebihnya wow & indah"	Wajib sun glasses sun creamSelebihnya wow indah	['wajib', 'sun', 'glasses', 'sun', 'creamselebihnya', 'wow', 'indah']	['wajib', 'sun', 'glasses', 'sun', 'creamselebihnya', 'wow', 'indah']	['wajib', 'sun', 'glasses', 'sun', 'creamselebihnya', 'wow', 'indah']	['wajib', 'sun', 'glasses', 'sun', 'creamselebihnya', 'wow', 'indah']
492	Muhammad Farid	4 tahun lalu	Positif	Bukit Jaddhih	Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata	Keren sebuah tempat bekas pertambangan yg dijadikan tempat wisata	['keren', 'sebuah', 'tempat', 'bekas', 'pertambangan', 'yg', 'dijadikan', 'tempat', 'wisata']	['keren', 'sebuah', 'tempat', 'bekas', 'pertambangan', 'yang', 'dijadikan', 'tempat', 'wisata']	['keren', 'bekas', 'pertambangan', 'dijadikan', 'wisata']	['keren', 'bekas', 'tambang', 'jadi', 'wisata']
493	dianawek dian	3 tahun lalu	Positif	Bukit Jaddhih	"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian"	Keren bnget Unik dengan ukiran batu kapur yg dibentuk sedemikian rupaCukup dengan rb saja Video lebih lanjut bisa tonton dichannelyoutube dianawek dian	['keren', 'bnget', 'unik', 'dengan', 'ukiran', 'batu', 'kapur', 'yg', 'dibentuk', 'sedemikian', 'rupacukup', 'dengan', 'rb', 'saja', 'video', 'lebih', 'lanjut', 'bisa', 'tonton', 'dichannelyoutube', 'dianawek', 'dian']	['keren', 'banget', 'unik', 'dengan', 'ukiran', 'batu', 'kapur', 'yang', 'dibentuk', 'sedemikian', 'rupacukup', 'dengan', 'ribu', 'saja', 'video', 'lebih', 'lanjut', 'bisa', 'tonton', 'dichannelyoutube', 'dianawek', 'dian']	['keren', 'banget', 'unik', 'ukiran', 'batu', 'kapur', 'dibentuk', 'rupacukup', 'ribu', 'video', 'tonton', 'dichannelyoutube', 'dianawek', 'dian']	['keren', 'banget', 'unik', 'ukir', 'batu', 'kapur', 'bentuk', 'rupacukup', 'ribu', 'video', 'tonton', 'dichannelyoutube', 'dianawek', 'dian']
494	blue night	4 tahun lalu	Positif	Bukit Jaddhih	Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian	Bagus rekcm kl k sana bagusan pas sunset ato pagi sekalian	['bagus', 'rekcm', 'kl', 'k', 'sana', 'bagusan', 'pas', 'sunset', 'ato', 'pagi', 'sekalian']	['bagus', 'rekcm', 'kalo', 'ke', 'sana', 'bagusan', 'pas', 'sunset', 'atau', 'pagi', 'sekalian']	['bagus', 'rekcm', 'bagusan', 'pas', 'sunset', 'pagi']	['bagus', 'rekcm', 'bagus', 'pas', 'sunset', 'pagi']
495	Rommy Perdana Putra	3 tahun lalu	Negatif	Bukit Jaddhih	Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.	Banyak preman dan panas sekali Jadi tidak nyaman untuk berwisata	['banyak', 'preman', 'dan', 'panas', 'sekali', 'jadi', 'tidak', 'nyaman', 'untuk', 'berwisata']	['banyak', 'preman', 'dan', 'panas', 'sekali', 'jadi', 'tidak', 'nyaman', 'untuk', 'berwisata']	['preman', 'panas', 'nyaman', 'berwisata']	['preman', 'panas', 'nyaman', 'wisata']
496	rya arista	4 tahun lalu	Positif	Bukit Jaddhih	Danaunya kyk gak terawat, aksesnya jg kurang bagus, tp mayan seh buat foto2	Danaunya kyk gak terawat aksesnya jg kurang bagus tp mayan seh buat foto	['danaunya', 'kyk', 'gak', 'terawat', 'aksesnya', 'jg', 'kurang', 'bagus', 'tp', 'mayan', 'seh', 'buat', 'foto']	['danaunya', 'kayak', 'enggak', 'terawat', 'aksesnya', 'juga', 'kurang', 'bagus', 'tapi', 'lumayan', 'sih', 'buat', 'foto']	['danaunya', 'kayak', 'terawat', 'aksesnya', 'bagus', 'lumayan', 'foto']	['danau', 'kayak', 'awat', 'akses', 'bagus', 'lumayan', 'foto']
